"","noDA.24","noDA.26","noDA.34","noDA.60","DA.26","DA.34"
"WBGene00000743",1171.061196,264.39571,58.16539972,0.245004171,26.6085384,3537.756619
"WBGene00000745",93.50781266,10031.89981,534.5678508,54.40350998,2912.768123,2406.610222
"WBGene00000746",582.1847832,1593.437806,919.5025093,60.87256389,3485.324399,8917.073129
"WBGene00000747",174.1888394,429.4188859,1854.857339,109.9315223,258.0280056,594.19459
"WBGene00000749",344.1502623,5091.108498,294.9341475,409.9972922,50.18875774,359.3555433
"WBGene00000750",152.3326486,64.86192646,382.3364225,65.13500726,42.44305581,74.49380709
"WBGene00000751",4.597940095,11.54940094,1592.10206,48.51711784,22.02211351,25.22300249
"WBGene00000753",5602.768399,133.6254211,2572.307187,65.08632102,106.2167125,14621.14063
"WBGene00000755",289.341115,87.62721266,272.2865988,2.74530512,146.4083879,1782.09785
"WBGene00000756",0,286.9562812,199200.1429,4760.706205,54.94532992,9.924395588
"WBGene00000757",90.38702745,132.1078504,210.6535528,203.2121991,155.234248,849.57724
"WBGene00000758",0.808513418,341.5622763,44279.93213,582.2872877,32.10180285,0
"WBGene00000759",168.9976785,150.8162888,314.4209951,7.058007729,201.1401528,349.2809309
"WBGene00000761",1894.025498,659.007567,697.0003322,531.7204749,959.1880678,1082.389724
"WBGene00000765",1996.782123,1522.325707,719.2754995,786.6945434,1499.227039,1734.26821
"WBGene00000767",2668.851493,1200.047147,730.9562386,653.5331651,1491.568173,1651.641945
"WBGene00000768",1315.036371,1967.398552,1762.453093,444.0293538,1554.220015,1480.59662
"WBGene00000770",106.9766367,84.16857479,541.5027417,945.2154648,86.05416244,1035.719815
"WBGene00000771",5.304429395,3.993322136,15.85272182,73.96931451,3.374603945,163.6056772
"WBGene00000772",690.4764891,649.5827651,1085.321784,1499.704102,743.3807437,865.3284997
"WBGene00000776",5554.195617,45284.93964,7125.207577,16874.69022,44867.0604,75300.77604
"WBGene00000777",1548.07336,2058.14734,2930.099751,3165.384565,1461.53386,1648.359304
"WBGene00000778",276.1975622,3004.43059,317.0944613,36.85900914,2530.717042,1661.278573
"WBGene00000779",5203.003226,18276.97214,16255.66446,3373.063159,10978.86283,16856.218
"WBGene00000780",2117.083872,1327.494668,1994.338741,920.8893437,1131.212729,1840.847531
"WBGene00000781",8126.17909,47495.3686,2481.831845,2014.723549,37932.55167,14199.42066
"WBGene00000782",247.6917046,118.0332865,35.62090239,437.9545859,153.3753893,100.7128563
"WBGene00000783",440.3139919,1827.46111,387.0188426,294.7668356,1070.642471,551.8323056
"WBGene00000784",8781.791868,71278.99525,3562.928615,1710.809917,46082.86339,13968.90984
"WBGene00000785",21655.10289,44095.63811,5214.980743,2904.725219,41957.68291,31126.14941
"WBGene00000786",3773.716613,43607.77578,6190.953224,14224.85536,42281.34779,31766.61678
"WBGene00000787",1836.904629,1815.525235,1967.00576,6800.371108,1656.845387,1799.625577
"WBGene00000788",3033.467456,24462.74924,4943.109115,10113.72434,28030.46953,33069.3943
"WBGene00000789",8906.155924,9569.037622,5187.40063,11741.14104,8952.353689,8129.740382
"WBGene00000794",903.4550486,1976.267486,1318.690129,1611.308259,1931.240904,2127.358924
"WBGene00000795",453.155587,441.6017941,414.6303451,1179.785052,447.233134,495.7825963
"WBGene00000796",1938.070006,674.8943734,853.8355367,1133.812202,1056.787552,1316.978677
"WBGene00000798",761.1457176,866.9743997,1153.30943,1734.003902,804.075616,1266.001544
"WBGene00000799",654.4828328,788.4173141,304.005451,135.6287232,822.5102654,548.2853021
"WBGene00000800",3649.058269,4983.756198,2842.366726,5143.526679,4455.507376,4026.494822
"WBGene00000801",216.0502526,277.8508808,160.6904479,276.8186878,345.5608382,390.0463015
"WBGene00000802",59037.23533,81552.77075,29113.83323,40693.4766,65256.71502,54140.9742
"WBGene00000804",487.1622428,1065.555323,1179.482074,1903.96743,968.4971611,2087.860295
"WBGene00000822",9016.381973,10946.32799,17766.59204,15025.92031,9931.546568,7352.929544
"WBGene00000830",26.71111108,366.5157111,503.7344279,538.6795372,163.0710139,112.9587157
"WBGene00000831",1800.589266,5561.586335,8086.842876,3207.082079,3687.363134,2978.827177
"WBGene00000832",1828.962657,1701.517022,630.6966682,3508.935082,1991.85035,2034.814195
"WBGene00000833",24585.68755,22378.12468,13648.66348,11765.53759,23997.3968,27135.05311
"WBGene00000834",1927.884053,1256.460112,4002.259257,955.6972388,1178.325521,987.0372114
"WBGene00000835",2176.294316,3611.538987,1223.530962,1023.918432,2896.498724,3431.675559
"WBGene00000841",215.0829433,137.2605218,100.4774752,43.71755291,115.6479545,99.21541947
"WBGene00000843",1416.539088,3943.4243,1389.509934,1570.890359,3102.180398,3473.433773
"WBGene00000845",566.0641569,798.9150072,1371.492778,230.3024246,623.4471172,615.7207727
"WBGene00000851",11.68943652,7032.859985,8132.179002,752.698661,1616.702491,3.640147417
"WBGene00000853",25.24520053,4808.56362,855.0279111,133.1174112,1003.835563,296.1337523
"WBGene00000854",877.673399,581.8127485,479.9977569,447.0935175,668.3582898,617.3620932
"WBGene00000857",786.2625655,963.4105916,408.5140416,223.7909765,765.9249273,656.070763
"WBGene00000858",391.7239263,425.3990848,365.5484526,179.5786962,810.3532191,334.0187956
"WBGene00000865",833.7492896,995.6889353,1342.694524,1801.192784,1026.553065,1581.875874
"WBGene00000866",71.36063365,118.9685347,249.3339122,345.7182651,113.0524035,165.826863
"WBGene00000868",947.4773423,1481.035538,1611.925883,2222.378703,1578.497033,2520.735802
"WBGene00000869",18705.93337,22450.97146,14134.18982,16551.87927,20695.3477,28023.87327
"WBGene00000870",355.7036666,675.5173131,221.0825055,90.07989247,797.6426655,441.1585822
"WBGene00000871",797.2038251,750.8980918,1500.184648,1700.345369,913.5405556,1010.489678
"WBGene00000872",453.8620764,376.9304446,983.2837702,1301.285176,444.7643125,475.5973005
"WBGene00000875",1101.880367,1368.426663,1368.858534,2064.960415,1534.063103,1802.878481
"WBGene00000877",6430.653231,7599.698123,3735.70623,5985.30964,6932.223279,14835.15624
"WBGene00000878",19.68763072,46.3687708,28.11033864,100.038702,46.5963603,398.9389799
"WBGene00000879",2626.654114,7333.83792,5668.348094,3648.826326,6236.452303,9595.792857
"WBGene00000881",16759.46393,52804.60097,14073.97117,19989.06089,37822.9624,40889.68931
"WBGene00000882",3549.001724,76728.19761,2926.269563,708.355975,24686.97425,10739.62751
"WBGene00000883",27566.40636,45648.85845,48125.32183,40994.54974,36530.15295,53280.24192
"WBGene00000884",886.9296157,669.7099512,301.2673518,439.5957607,865.819562,581.7275732
"WBGene00000887",707.1341144,965.628718,869.3074887,1060.439707,816.0286114,1429.505741
"WBGene00000889",1490.540555,2623.483914,2063.426105,2938.507403,2345.116996,3155.180906
"WBGene00000892",1093.032247,685.349724,622.3657098,663.8516544,800.6155861,975.8516057
"WBGene00000893",453.5483244,513.8486084,49.84865306,8.430660288,977.2644518,1237.582311
"WBGene00000894",2592.219338,2177.12292,5476.188737,3954.508393,2589.711575,2839.41639
"WBGene00000896",3051.244332,4252.83526,1986.737931,1876.143611,3967.524126,4871.949523
"WBGene00000898",1542.4283,1359.093567,1210.403734,2114.87685,2687.443074,1409.888045
"WBGene00000902",257.8889021,1025.108552,106.7218399,21.75983098,1662.417383,964.1784776
"WBGene00000903",283.7119643,904.3048663,662.7490819,516.447001,658.1070436,173.9525873
"WBGene00000905",314.8169672,219.9291626,5.898398714,245.0781022,660.4007846,374.5257363
"WBGene00000908",3415.500191,4097.750292,3512.814045,2361.577096,5914.314099,979.2265895
"WBGene00000910",678.1258157,514.2686062,741.9852715,517.6186166,375.4098512,272.7668946
"WBGene00000912",2772.616565,3414.865751,7032.882979,8443.958262,4262.336433,2234.171342
"WBGene00000915",50160.7514,49641.38963,61315.57484,163388.6499,69794.41668,54931.58796
"WBGene00000920",360.2259111,1828.811084,951.8360553,588.3305955,789.1711948,505.684388
"WBGene00000928",6948.072761,83999.3356,1225.679177,177.1428116,69749.87002,28217.76692
"WBGene00000929",870.7365837,3535.471911,1869.585131,3528.150953,2188.961814,2172.811228
"WBGene00000930",3.789426677,151.7691737,0,0,148.7416706,135.5879567
"WBGene00000932",128.3454705,24.39049828,354.8417815,3286.146145,11.07583101,22.48575783
"WBGene00000933",3299.797207,1693.038036,1442.914471,1930.20954,1968.615711,2988.861789
"WBGene00000934",232.8702385,118.7479562,260.618465,97.38290435,129.0602395,55.81308219
"WBGene00000935",1057.472741,1122.76587,1853.133132,1975.009124,1329.843813,1418.048639
"WBGene00000939",1595.083422,887.7792092,653.1613167,721.8359234,1233.09119,1496.722057
"WBGene00000941",2824.471127,3908.47438,1882.27434,2338.473158,3054.351703,7143.00145
"WBGene00000942",4576.480472,4604.256426,4895.967975,994.7596354,5094.544085,2673.251821
"WBGene00000951",308.6058401,269.2077968,452.2479977,348.6991363,281.7430591,162.8890623
"WBGene00000961",1022.661136,683.232194,377.7046245,267.1127475,1007.559623,865.1061408
"WBGene00000964",911.3816619,1303.098897,586.8104445,1041.155009,899.7463201,877.1871147
"WBGene00000966",641.2630345,918.9563852,366.8910867,127.9315024,1525.997268,1008.132544
"WBGene00000967",3911.106847,6606.08253,5691.086043,1176.207362,5540.905693,6029.792304
"WBGene00000968",513.4164402,888.70214,379.4810601,160.8123205,158.6960399,139.120692
"WBGene00000969",724.4532515,3194.520209,4002.280342,138.6033023,2011.675072,393.9088079
"WBGene00000970",2102.712465,3865.295911,3152.564514,1503.357142,3381.12816,2840.950699
"WBGene00000971",162.2388578,347.8460687,545.6737204,182.8234477,66.71408309,519.8736035
"WBGene00000973",1110.819267,2281.708129,802.5710272,909.3317535,1733.16685,1265.277394
"WBGene00000974",241.9339263,502.1051319,682.7847852,987.5871063,391.9856417,1201.63822
"WBGene00000975",758.3951811,2018.900584,1287.650403,1420.666623,1464.796534,1545.137495
"WBGene00000977",271.7052111,502.3980544,3818.437038,663.3129599,432.3086275,495.2237328
"WBGene00000978",196.1547338,407.0524143,512.8567551,719.0560892,272.5712664,192.6404463
"WBGene00000979",356.4139957,1314.193003,118.8509939,42.6448828,630.2422095,237.3686012
"WBGene00000980",153.870415,204.6687944,541.2616344,727.3689279,144.8089786,75.94130512
"WBGene00000981",2162.86334,930.7652324,1008.06753,699.0788498,835.4940108,692.9090198
"WBGene00000982",1489.180508,1103.127479,2376.273956,989.2659564,583.3443915,451.2125932
"WBGene00000983",573.8884711,899.7239019,646.8685389,94.20414219,951.3163409,704.4672013
"WBGene00000984",2430.109658,1667.369955,1840.215776,1296.587779,948.1885011,706.8536731
"WBGene00000987",3042.191613,2557.480252,3029.426483,4910.676995,2488.181865,4496.684969
"WBGene00000988",2395.696005,3200.059283,652.3199284,605.7447677,3452.894206,2090.77036
"WBGene00000990",910.3468866,2032.945194,228.720528,81.55657874,664.4750058,231.9369165
"WBGene00000991",8773.057557,6483.335956,5499.041694,2396.057003,7783.608691,6021.198457
"WBGene00000992",1583.977061,2339.39156,338.2192871,783.5392993,2245.984149,1306.72411
"WBGene00000993",690.0873165,758.3041868,1152.854635,396.7734361,685.4928731,864.590082
"WBGene00000995",744.0347434,1311.500196,347.8920764,235.9390935,1256.071313,1192.747144
"WBGene00000996",2475.916004,5449.55959,1727.051703,1342.69088,5072.891513,4244.500953
"WBGene00001000",14049.43063,16454.80298,11037.91438,611.1427245,15895.97477,14661.34128
"WBGene00001001",2688.86357,1020.6388,1326.478813,1143.271566,1738.266888,1767.575333
"WBGene00001005",8669.074452,16434.21867,7009.654537,6127.836233,13603.27697,19618.44895
"WBGene00001017",2621.436075,1781.914578,1348.456427,1102.578851,2350.675249,2017.913944
"WBGene00001020",1090.88645,1837.512302,613.846475,360.768757,1725.325503,1924.608194
"WBGene00001025",3450.829595,2456.722541,1749.93574,708.7313849,2274.451545,1331.668081
"WBGene00001027",2034.967378,1182.517467,1010.204545,1128.945152,1256.856708,1500.475549
"WBGene00001028",2441.002375,1061.547838,1124.870951,995.0204469,1282.246026,1514.047627
"WBGene00001029",4219.0509,1642.541799,1308.386828,1038.983004,2832.779056,2855.719379
"WBGene00001030",10480.17192,9484.560144,7047.698561,14516.72039,11357.91077,9286.472496
"WBGene00001031",7090.625068,5924.623783,5002.648786,3961.893278,6171.019334,7538.972567
"WBGene00001035",854.883907,461.4942875,387.6195252,418.3667593,634.4410459,717.3726027
"WBGene00001038",12749.19023,9879.25503,11583.16992,5803.235131,9201.74579,7761.592363
"WBGene00001039",1933.219201,1625.627966,704.2415659,934.0552299,1449.891132,2383.502195
"WBGene00001042",1388.822545,1205.160998,1200.860412,455.3184218,1074.09933,1624.747884
"WBGene00001044",90.49289136,115.8504576,249.3843334,314.082917,87.82759517,157.7154071
"WBGene00001045",1341.770796,3095.29591,361.1733793,227.1692026,3112.469776,1494.720827
"WBGene00001047",5892.250761,5979.501565,2761.549761,2613.573594,6522.746979,5047.784864
"WBGene00001052",285.8503561,126.0252266,346.433384,290.4336839,184.6116561,99.25108998
"WBGene00001054",531.089917,438.3231417,2720.913681,311.6689774,479.9420807,416.9320268
"WBGene00001055",738.8775906,170.5005685,204.2445159,100.9621675,224.460218,144.2012033
"WBGene00001056",2842.752909,2791.102848,1626.684663,1943.438192,2726.137328,2435.705668
"WBGene00001058",2609.769402,4353.21184,2761.644023,3280.388739,4382.603935,2732.718918
"WBGene00001059",727.8721546,1519.001118,339.99753,268.9864194,2696.663218,979.9356701
"WBGene00001064",3343.316518,18047.01616,298.5290517,50.48816228,24937.12383,3964.259941
"WBGene00001065",2009.425159,14107.54315,235.7828776,62.94255382,17885.79276,3711.740146
"WBGene00001066",9723.085759,17039.93353,104.1370124,47.6454847,54314.05281,96392.68941
"WBGene00001067",6559.526087,14918.47907,160.7030532,111.8554535,49870.71373,118091.1792
"WBGene00001068",3941.271969,435.0056692,22.72358217,6.910376022,353.3884424,161.3198839
"WBGene00001069",3673.223176,16804.33234,369.500924,51.02842987,21625.71638,4815.642986
"WBGene00001070",2390.264873,18314.4206,271.5570518,65.82762558,28221.80736,4356.441018
"WBGene00001071",2662.809041,14393.2483,198.0257635,46.12205441,16816.75901,4183.203444
"WBGene00001072",3800.235204,11098.03189,220.3007299,46.56652254,15773.69284,2478.597879
"WBGene00001073",5536.674632,30072.37444,4350.343425,3587.508029,18866.63851,21995.64196
"WBGene00001074",9679.629808,14753.25471,129.0486332,33.96921834,51118.07169,100816.6751
"WBGene00001075",5.25533722,98.31018684,1.381855738,3.871380499,278.0235797,10.83443244
"WBGene00001077",3606.140417,17131.06156,996.1054586,485.9486622,12994.19564,7653.817165
"WBGene00001078",461.2560803,536.781563,225.3557323,180.1095257,433.0838043,582.7303534
"WBGene00001079",405.3669053,385.1217561,7.305866685,13.13599877,918.0440208,547.0526283
"WBGene00001082",1483.955064,2433.06792,1036.959243,896.8271027,2401.74998,1853.961824
"WBGene00001088",2100.150618,3711.326343,2736.00165,2988.678279,2911.129801,4283.535388
"WBGene00001089",3113.125226,3480.129991,2807.927154,704.175174,5792.357028,3078.519456
"WBGene00001090",769.6765211,404.8678122,388.3614767,392.779515,565.9065886,619.4401963
"WBGene00001091",1445.372957,898.3563151,470.2855451,969.9906194,1181.958165,749.6900129
"WBGene00001099",4374.356507,3095.465279,2946.500324,1379.028498,3818.933575,3267.635102
"WBGene00001109",77.90800144,11.03060407,1062.22803,154.9730416,23.96851251,38.52238196
"WBGene00001113",5244.228631,7010.811094,14896.36964,3519.107667,8277.534812,7012.159905
"WBGene00001119",146.2687979,241.6621747,260.9386179,370.5312487,236.6183214,287.1550641
"WBGene00001132",6018.144912,9214.770356,1121.226028,521.9674213,7811.480221,6795.876373
"WBGene00001134",2533.727728,1318.419221,1086.970761,726.7454449,1937.104491,1663.652379
"WBGene00001135",340.0169154,324.1455343,671.5256439,351.8104132,300.8229843,181.1972116
"WBGene00001136",148.8492943,21.8459254,65.99591557,35.92610568,16.09431918,39.51129452
"WBGene00001148",687.2761685,1159.727475,722.8323869,252.5538369,1800.563989,1046.310086
"WBGene00001149",3712.22873,4804.076136,1746.386082,2673.29806,3322.073295,8097.925889
"WBGene00001150",61.06909158,98.23784284,1.381855738,11.51834204,131.3529234,445.1721063
"WBGene00001151",1385.169701,1035.780959,708.9369929,923.2295061,986.0578175,1526.908622
"WBGene00001153",2459.854614,5672.988056,3924.093204,1400.906151,4661.6078,4710.777528
"WBGene00001154",3001.80379,3804.194387,1395.214434,1316.285485,3196.258463,4286.324174
"WBGene00001155",5399.287137,7600.091618,3905.425546,2371.639647,6173.641742,6153.317085
"WBGene00001156",1975.368862,16315.61238,424.3539573,473.9073557,7103.393603,4024.289031
"WBGene00001159",698.35785,753.4656211,176.2876499,203.7854228,1005.835246,463.2792989
"WBGene00001160",1798.817559,1359.903537,1691.927025,5902.608033,2189.220206,1268.703919
"WBGene00001163",1104.298777,1539.211335,1077.940688,231.2903063,698.773143,921.4780865
"WBGene00001167",129486.3942,126044.119,109764.6562,312498.5733,137339.1463,142264.0784
"WBGene00001168",200352.1166,191594.6178,152760.7161,450981.0573,236896.6364,304865.1605
"WBGene00001172",5426.596949,5448.495589,8615.367739,17399.44552,6303.838595,3020.348038
"WBGene00001173",11022.98501,7188.789958,10979.81844,9355.057262,8173.722865,4865.834166
"WBGene00001178",684.0991615,552.4248584,305.3879092,526.4575657,782.2328115,552.1260056
"WBGene00001182",1032.714621,635.3176242,1227.714948,334.3554198,771.2000459,641.8038733
"WBGene00001184",788.0493576,568.7263668,283.8278763,480.9685095,775.3519409,554.9135895
"WBGene00001186",502.1877571,817.3711402,377.0775264,283.2830227,692.2911367,331.4959747
"WBGene00001188",521.248159,515.5161869,382.5657277,198.3513639,446.322066,564.6877683
"WBGene00001189",4427.039057,6098.734866,8620.766297,16358.4523,5841.450399,4305.176918
